Jenis Kelamin,Umur_Group,Wilayah,Tanggapan_Final,Dimensi_Utama,Sub_Dimensi,Sentimen
Perempuan,15-17 tahun,Tapteng,hilang rumah akibat bawa banjir hilang nyawa akibat longsor,4. Kesejahteraan Sosial,4.1.1.2 Kerusakan rumah,Negatif
Perempuan,15-17 tahun,Tapteng,dengar banjir bandang jadi banyak orang keluh betapa sakit jadi bencana hilang keluarga atau rumahrumah mereka,2. Kesehatan,2.2.6 Penyakit lainnya,Negatif
Perempuan,15-17 tahun,Tapteng,dengar banjir bandang jadi banyak orang keluh betapa sakit jadi bencana hilang keluarga atau rumahrumah mereka,2. Kesehatan,3.4.1 Kehilangan keluarga,Negatif
Perempuan,15-17 tahun,Tapteng,dengar banjir bandang jadi banyak orang keluh betapa sakit jadi bencana hilang keluarga atau rumahrumah mereka,2. Kesehatan,4.1.1.2 Kerusakan rumah,Negatif
Perempuan,15-17 tahun,Tapteng,hilang nyawa,Lainnya,Lainnya,Negatif
Perempuan,15-17 tahun,Tapteng,dengar banyak hilang rumah hilang orang sayang contoh korban bencana banjir ekonomi mulai baik,4. Kesejahteraan Sosial,4.1.1.2 Kerusakan rumah,Negatif
Perempuan,15-17 tahun,Tapteng,kalau kasih sempat temu saudara jauh kalau makan minum rang semua makan minum bisa ganti makan gizi,2. Kesehatan,2.2.7 Keterbatasan makanan,Netral
Perempuan,15-17 tahun,Tapteng,kalau kasih sempat temu saudara jauh kalau makan minum rang semua makan minum bisa ganti makan gizi,2. Kesehatan,4.3.2 Bantuan pangan,Netral
Perempuan,15-17 tahun,Tapteng,mau cerita pak prabowo saya sedih dapat lanjut kuliah kebun sawit rusak orangtua jadi sanggup biayain lama bulan hampir hari makan indomie,1. Pendidikan,1.1.3 Perubahan aktivitas pembelajaran,Negatif
Perempuan,15-17 tahun,Tapteng,mau cerita pak prabowo saya sedih dapat lanjut kuliah kebun sawit rusak orangtua jadi sanggup biayain lama bulan hampir hari makan indomie,1. Pendidikan,2.2.7 Keterbatasan makanan,Negatif
Perempuan,15-17 tahun,Tapteng,mau cerita pak prabowo saya sedih dapat lanjut kuliah kebun sawit rusak orangtua jadi sanggup biayain lama bulan hampir hari makan indomie,1. Pendidikan,3.3.4 Kesedihan empatik,Negatif
Perempuan,15-17 tahun,Tapteng,mau cerita pak prabowo saya sedih dapat lanjut kuliah kebun sawit rusak orangtua jadi sanggup biayain lama bulan hampir hari makan indomie,1. Pendidikan,4.3.2 Bantuan pangan,Negatif
Perempuan,15-17 tahun,Tapteng,mau cerita pak prabowo saya sedih dapat lanjut kuliah kebun sawit rusak orangtua jadi sanggup biayain lama bulan hampir hari makan indomie,1. Pendidikan,4.1.2.1 Kehilangan penghidupan,Negatif
Perempuan,15-17 tahun,Tapteng,panggil nama salng sayang ucap katakata mohon sang cipta teriak apa yang mereka rasa suara sedih senduh,3. Perlindungan Anak,3.3.4 Kesedihan empatik,Negatif
Perempuan,15-17 tahun,Tapteng,banjir mau ketemu kakak mau cerita bahan makan mulai tip bahanbahan mau beli tidak di jual bencana alam,2. Kesehatan,2.2.7 Keterbatasan makanan,Netral
Perempuan,15-17 tahun,Tapteng,banjir mau ketemu kakak mau cerita bahan makan mulai tip bahanbahan mau beli tidak di jual bencana alam,2. Kesehatan,3.4.1 Kehilangan keluarga,Netral
Perempuan,15-17 tahun,Tapteng,banjir mau ketemu kakak mau cerita bahan makan mulai tip bahanbahan mau beli tidak di jual bencana alam,2. Kesehatan,4.3.2 Bantuan pangan,Netral
Perempuan,15-17 tahun,Tapteng,rasa lama bencana ni rasa makan lama bencana saya konsumsi kurang sehat karena semua serba instan juga saat kami susah kurang air bersih,2. Kesehatan,1.2.2 Pelibatan pembersihan,Negatif
Perempuan,15-17 tahun,Tapteng,rasa lama bencana ni rasa makan lama bencana saya konsumsi kurang sehat karena semua serba instan juga saat kami susah kurang air bersih,2. Kesehatan,2.2.7 Keterbatasan makanan,Negatif
Perempuan,15-17 tahun,Tapteng,rasa lama bencana ni rasa makan lama bencana saya konsumsi kurang sehat karena semua serba instan juga saat kami susah kurang air bersih,2. Kesehatan,4.3.2 Bantuan pangan,Negatif
Perempuan,15-17 tahun,Tapteng,rasa lama bencana ni rasa makan lama bencana saya konsumsi kurang sehat karena semua serba instan juga saat kami susah kurang air bersih,2. Kesehatan,5.2.2 Menjaga lingkungan,Negatif
Perempuan,15-17 tahun,Tapteng,ingin temu bapak bupati pasca banjir tapteng makan makan indomie telur itu makan kurang sehat apa daya kami paksa makan bisa tahan hidup,2. Kesehatan,2.2.7 Keterbatasan makanan,Netral
Perempuan,15-17 tahun,Tapteng,ingin temu bapak bupati pasca banjir tapteng makan makan indomie telur itu makan kurang sehat apa daya kami paksa makan bisa tahan hidup,2. Kesehatan,4.3.2 Bantuan pangan,Netral
Perempuan,15-17 tahun,Tapteng,sempat temu ingin temu perintah kota daerah konsumsi minggu kemarin makan instan rasa bosan,2. Kesehatan,2.2.7 Keterbatasan makanan,Netral
Perempuan,15-17 tahun,Tapteng,sempat temu ingin temu perintah kota daerah konsumsi minggu kemarin makan instan rasa bosan,2. Kesehatan,4.3.2 Bantuan pangan,Netral
Perempuan,15-17 tahun,Tapteng,orang mau ketemu perintah orang punya jabat warga negar makan konsumsi dapat mbg jadi tahu rasa,2. Kesehatan,2.2.7 Keterbatasan makanan,Netral
Perempuan,15-17 tahun,Tapteng,orang mau ketemu perintah orang punya jabat warga negar makan konsumsi dapat mbg jadi tahu rasa,2. Kesehatan,4.3.2 Bantuan pangan,Netral
Perempuan,15-17 tahun,Tapteng,lama bencana kemarin makanmakanan kurang sehat karna bahan pangan semua naik untuk air minum susah karna air juga mati,2. Kesehatan,2.2.7 Keterbatasan makanan,Negatif
Perempuan,15-17 tahun,Tapteng,lama bencana kemarin makanmakanan kurang sehat karna bahan pangan semua naik untuk air minum susah karna air juga mati,2. Kesehatan,4.3.2 Bantuan pangan,Negatif
Perempuan,15-17 tahun,Tapteng,lama bencana kemarin makanmakanan kurang sehat karna bahan pangan semua naik untuk air minum susah karna air juga mati,2. Kesehatan,5.2.1 Evakuasi,Negatif
Perempuan,15-17 tahun,Tapteng,saudara keluarga jauh cerita kondisi banjir telah banjir makan minggu akhir ikan laut telur sayur karena saat banjir hampir satu minggu makan mie instan,2. Kesehatan,2.2.7 Keterbatasan makanan,Netral
Perempuan,15-17 tahun,Tapteng,saudara keluarga jauh cerita kondisi banjir telah banjir makan minggu akhir ikan laut telur sayur karena saat banjir hampir satu minggu makan mie instan,2. Kesehatan,3.4.1 Kehilangan keluarga,Netral
Perempuan,15-17 tahun,Tapteng,saudara keluarga jauh cerita kondisi banjir telah banjir makan minggu akhir ikan laut telur sayur karena saat banjir hampir satu minggu makan mie instan,2. Kesehatan,4.3.2 Bantuan pangan,Netral
Perempuan,15-17 tahun,Tapteng,saudara jauh keluarga saya cerita saya rasa bencana makan minggu akhir ituitu telur kadang ikan,2. Kesehatan,2.2.7 Keterbatasan makanan,Netral
Perempuan,15-17 tahun,Tapteng,saudara jauh keluarga saya cerita saya rasa bencana makan minggu akhir ituitu telur kadang ikan,2. Kesehatan,3.4.1 Kehilangan keluarga,Netral
Perempuan,15-17 tahun,Tapteng,saudara jauh keluarga saya cerita saya rasa bencana makan minggu akhir ituitu telur kadang ikan,2. Kesehatan,4.3.2 Bantuan pangan,Netral
Perempuan,15-17 tahun,Tapteng,rasa lama bencana kemarin rasa makan saya konsumsi kurang sehat makan serba instan juga air saat susah,2. Kesehatan,2.2.7 Keterbatasan makanan,Negatif
Perempuan,15-17 tahun,Tapteng,rasa lama bencana kemarin rasa makan saya konsumsi kurang sehat makan serba instan juga air saat susah,2. Kesehatan,4.3.2 Bantuan pangan,Negatif
Perempuan,15-17 tahun,Tapteng,banjir bandang jadi sedia makan sangat kritis harus berhemathemat makan telur intermi kalau beri sempat ingin temu pak prabowo karna ingin cerita kondisi,1. Pendidikan,1.1.3 Perubahan aktivitas pembelajaran,Netral
Perempuan,15-17 tahun,Tapteng,banjir bandang jadi sedia makan sangat kritis harus berhemathemat makan telur intermi kalau beri sempat ingin temu pak prabowo karna ingin cerita kondisi,1. Pendidikan,2.2.7 Keterbatasan makanan,Netral
Perempuan,15-17 tahun,Tapteng,banjir bandang jadi sedia makan sangat kritis harus berhemathemat makan telur intermi kalau beri sempat ingin temu pak prabowo karna ingin cerita kondisi,1. Pendidikan,4.3.2 Bantuan pangan,Netral
Perempuan,15-17 tahun,Tapteng,jadi banjir badan capek lemas akibat bersih rumah nak banjir,2. Kesehatan,1.2.2 Pelibatan pembersihan,Negatif
Perempuan,15-17 tahun,Tapteng,jadi banjir badan capek lemas akibat bersih rumah nak banjir,2. Kesehatan,2.2.2 Kelelahan fisik,Negatif
Perempuan,15-17 tahun,Tapteng,jadi banjir badan capek lemas akibat bersih rumah nak banjir,2. Kesehatan,3.3.4 Kesedihan empatik,Negatif
Perempuan,15-17 tahun,Tapteng,jadi banjir badan capek lemas akibat bersih rumah nak banjir,2. Kesehatan,4.1.1.2 Kerusakan rumah,Negatif
Perempuan,15-17 tahun,Tapteng,jadi banjir badan capek lemas akibat bersih rumah nak banjir,2. Kesehatan,5.2.2 Menjaga lingkungan,Negatif
Perempuan,15-17 tahun,Tapteng,rasa badan semua sakit pada jadi banjir posisi hujan lebat kami situ ada lindung dari jadi badan sakit,2. Kesehatan,2.2.6 Penyakit lainnya,Negatif
Perempuan,15-17 tahun,Tapteng,bahu asa capek lelah tiap hari timba air sumur,2. Kesehatan,2.2.2 Kelelahan fisik,Negatif
Perempuan,15-17 tahun,Tapteng,pegalpegal badan karena ambil air rumah tetangga sumur isi lumpur tidak ambil,2. Kesehatan,2.2.3 Paparan lingkungan,Negatif
Perempuan,15-17 tahun,Tapteng,pegalpegal badan karena ambil air rumah tetangga sumur isi lumpur tidak ambil,2. Kesehatan,2.2.2 Kelelahan fisik,Negatif
Perempuan,15-17 tahun,Tapteng,pegalpegal badan karena ambil air rumah tetangga sumur isi lumpur tidak ambil,2. Kesehatan,4.1.1.2 Kerusakan rumah,Negatif
Perempuan,15-17 tahun,Tapteng,rasa lama banjir kemarin bahu badan cape lelah sulit angkat air bersih pakai rumah,2. Kesehatan,1.2.2 Pelibatan pembersihan,Negatif
Perempuan,15-17 tahun,Tapteng,rasa lama banjir kemarin bahu badan cape lelah sulit angkat air bersih pakai rumah,2. Kesehatan,2.2.2 Kelelahan fisik,Negatif
Perempuan,15-17 tahun,Tapteng,rasa lama banjir kemarin bahu badan cape lelah sulit angkat air bersih pakai rumah,2. Kesehatan,4.1.1.2 Kerusakan rumah,Negatif
Perempuan,15-17 tahun,Tapteng,rasa lama banjir kemarin bahu badan cape lelah sulit angkat air bersih pakai rumah,2. Kesehatan,5.2.2 Menjaga lingkungan,Negatif
Perempuan,15-17 tahun,Tapteng,asa sakit berat lelah tahan beban mungkin tak saat rasa rasa sakit tak biasa tahan ada situasi paksa harus sanggup rasa,2. Kesehatan,2.2.6 Penyakit lainnya,Negatif
Perempuan,15-17 tahun,Tapteng,asa sakit berat lelah tahan beban mungkin tak saat rasa rasa sakit tak biasa tahan ada situasi paksa harus sanggup rasa,2. Kesehatan,2.2.2 Kelelahan fisik,Negatif
Perempuan,15-17 tahun,Tapteng,capek pegal pusng bersih rumah nak lumpur mulai cangkul sorong sekop memtumbilang lama minggu tiada henti pagisore,2. Kesehatan,1.2.2 Pelibatan pembersihan,Negatif
Perempuan,15-17 tahun,Tapteng,capek pegal pusng bersih rumah nak lumpur mulai cangkul sorong sekop memtumbilang lama minggu tiada henti pagisore,2. Kesehatan,2.2.3 Paparan lingkungan,Negatif
Perempuan,15-17 tahun,Tapteng,capek pegal pusng bersih rumah nak lumpur mulai cangkul sorong sekop memtumbilang lama minggu tiada henti pagisore,2. Kesehatan,2.2.2 Kelelahan fisik,Negatif
Perempuan,15-17 tahun,Tapteng,capek pegal pusng bersih rumah nak lumpur mulai cangkul sorong sekop memtumbilang lama minggu tiada henti pagisore,2. Kesehatan,4.1.1.2 Kerusakan rumah,Negatif
Perempuan,15-17 tahun,Tapteng,capek pegal pusng bersih rumah nak lumpur mulai cangkul sorong sekop memtumbilang lama minggu tiada henti pagisore,2. Kesehatan,5.2.2 Menjaga lingkungan,Negatif
Perempuan,15-17 tahun,Tapteng,jadi banjir bandang jadi rasa badan asa sakit gatalgatal terus saya juga kurang enak badan kepala pusing,2. Kesehatan,2.2.6 Penyakit lainnya,Negatif
Perempuan,15-17 tahun,Tapteng,jadi banjir bandang jadi rasa badan asa sakit gatalgatal terus saya juga kurang enak badan kepala pusing,2. Kesehatan,2.2.4 Penyakit kulit,Negatif
Perempuan,15-17 tahun,Tapteng,rasa bahu sakit capek pegal bersih rumah sendiri bantu memebrshkan rumah orang,2. Kesehatan,1.2.2 Pelibatan pembersihan,Negatif
Perempuan,15-17 tahun,Tapteng,rasa bahu sakit capek pegal bersih rumah sendiri bantu memebrshkan rumah orang,2. Kesehatan,2.2.6 Penyakit lainnya,Negatif
Perempuan,15-17 tahun,Tapteng,rasa bahu sakit capek pegal bersih rumah sendiri bantu memebrshkan rumah orang,2. Kesehatan,2.2.2 Kelelahan fisik,Negatif
Perempuan,15-17 tahun,Tapteng,rasa bahu sakit capek pegal bersih rumah sendiri bantu memebrshkan rumah orang,2. Kesehatan,4.1.1.2 Kerusakan rumah,Negatif
Perempuan,15-17 tahun,Tapteng,rasa bahu sakit capek pegal bersih rumah sendiri bantu memebrshkan rumah orang,2. Kesehatan,4.3.1 Akses bantuan,Negatif
Perempuan,15-17 tahun,Tapteng,rasa bahu sakit capek pegal bersih rumah sendiri bantu memebrshkan rumah orang,2. Kesehatan,5.2.2 Menjaga lingkungan,Negatif
Perempuan,15-17 tahun,Tapteng,rasa bahu sakit capek pegal bersih rumah sendiri bantu memebrshkan rumah orang,2. Kesehatan,5.3.1 Solidaritas,Negatif
Perempuan,15-17 tahun,Tapteng,awal banjir sekarang badan asa lelah capek bersih rumah lumpur tebal,2. Kesehatan,1.2.2 Pelibatan pembersihan,Negatif
Perempuan,15-17 tahun,Tapteng,awal banjir sekarang badan asa lelah capek bersih rumah lumpur tebal,2. Kesehatan,2.2.3 Paparan lingkungan,Negatif
Perempuan,15-17 tahun,Tapteng,awal banjir sekarang badan asa lelah capek bersih rumah lumpur tebal,2. Kesehatan,2.2.2 Kelelahan fisik,Negatif
Perempuan,15-17 tahun,Tapteng,awal banjir sekarang badan asa lelah capek bersih rumah lumpur tebal,2. Kesehatan,4.1.1.2 Kerusakan rumah,Negatif
Perempuan,15-17 tahun,Tapteng,awal banjir sekarang badan asa lelah capek bersih rumah lumpur tebal,2. Kesehatan,5.2.2 Menjaga lingkungan,Negatif
Perempuan,15-17 tahun,Tapteng,capek sekaranf tidsk terlalu lega semua semua kita rasa bencana pertama kali jadi capek banget,2. Kesehatan,2.2.2 Kelelahan fisik,Negatif
Perempuan,15-17 tahun,Tapteng,capek karna lama bencana air mati jadi tiap hari angkat air jadi air minum untuk mandi,2. Kesehatan,1.2.2 Pelibatan pembersihan,Negatif
Perempuan,15-17 tahun,Tapteng,capek karna lama bencana air mati jadi tiap hari angkat air jadi air minum untuk mandi,2. Kesehatan,2.2.7 Keterbatasan makanan,Negatif
Perempuan,15-17 tahun,Tapteng,capek karna lama bencana air mati jadi tiap hari angkat air jadi air minum untuk mandi,2. Kesehatan,2.2.2 Kelelahan fisik,Negatif
Perempuan,15-17 tahun,Tapteng,rasa pegalpegal lelah jadi banjir,2. Kesehatan,2.2.2 Kelelahan fisik,Negatif
Perempuan,15-17 tahun,Tapteng,asa jadi banjir pasti sedih ya banjir buat bingung susah lanjut sekolah banyak impi mungkn buat bimbang tentu gimana lanjut sekolah,1. Pendidikan,1.1.3 Perubahan aktivitas pembelajaran,Negatif
Perempuan,15-17 tahun,Tapteng,asa jadi banjir pasti sedih ya banjir buat bingung susah lanjut sekolah banyak impi mungkn buat bimbang tentu gimana lanjut sekolah,1. Pendidikan,3.3.4 Kesedihan empatik,Negatif
Perempuan,15-17 tahun,Tapteng,rasa cemas risau karena putus alat komunikasi transportasi rasa sedih tidak komunikasi keluarga jauh,3. Perlindungan Anak,1.1.2 Kerusakan perlengkapan,Negatif
Perempuan,15-17 tahun,Tapteng,rasa cemas risau karena putus alat komunikasi transportasi rasa sedih tidak komunikasi keluarga jauh,3. Perlindungan Anak,3.3.1 Kehilangan rasa aman,Negatif
Perempuan,15-17 tahun,Tapteng,rasa cemas risau karena putus alat komunikasi transportasi rasa sedih tidak komunikasi keluarga jauh,3. Perlindungan Anak,3.3.4 Kesedihan empatik,Negatif
Perempuan,15-17 tahun,Tapteng,rasa cemas risau karena putus alat komunikasi transportasi rasa sedih tidak komunikasi keluarga jauh,3. Perlindungan Anak,3.4.1 Kehilangan keluarga,Negatif
Perempuan,15-17 tahun,Tapteng,sedih lihat kondisi lingkung sedih saat banyak dengar ada tinggal kondisi ekonomi,3. Perlindungan Anak,3.3.4 Kesedihan empatik,Negatif
Perempuan,15-17 tahun,Tapteng,trauma karna bencana pertama kali jadi ini banyak makan korban hilang keluarga juga hilang tempat tinggal,2. Kesehatan,2.2.7 Keterbatasan makanan,Negatif
Perempuan,15-17 tahun,Tapteng,trauma karna bencana pertama kali jadi ini banyak makan korban hilang keluarga juga hilang tempat tinggal,2. Kesehatan,3.3.1 Kehilangan rasa aman,Negatif
Perempuan,15-17 tahun,Tapteng,trauma karna bencana pertama kali jadi ini banyak makan korban hilang keluarga juga hilang tempat tinggal,2. Kesehatan,3.4.1 Kehilangan keluarga,Negatif
Perempuan,15-17 tahun,Tapteng,trauma karna bencana pertama kali jadi ini banyak makan korban hilang keluarga juga hilang tempat tinggal,2. Kesehatan,4.3.2 Bantuan pangan,Negatif
Perempuan,15-17 tahun,Tapteng,sedih banget hilang yah tentuhnya sedih banget,3. Perlindungan Anak,3.3.4 Kesedihan empatik,Negatif
Perempuan,15-17 tahun,Tapteng,rasa sedih saat bencana terjad kemarin abang kakak tidak hubung karena jaring saat hilang beberapa hari juga keluarga lain sulit dikabarin,3. Perlindungan Anak,3.3.4 Kesedihan empatik,Negatif
Perempuan,15-17 tahun,Tapteng,rasa sedih saat bencana terjad kemarin abang kakak tidak hubung karena jaring saat hilang beberapa hari juga keluarga lain sulit dikabarin,3. Perlindungan Anak,3.4.1 Kehilangan keluarga,Negatif
Perempuan,15-17 tahun,Tapteng,bekas pikir adalah saat banjir kaya pagi makan sore saat selamat saya situ dingin takut gelisah,2. Kesehatan,2.2.7 Keterbatasan makanan,Negatif
Perempuan,15-17 tahun,Tapteng,bekas pikir adalah saat banjir kaya pagi makan sore saat selamat saya situ dingin takut gelisah,2. Kesehatan,3.3.1 Kehilangan rasa aman,Negatif
Perempuan,15-17 tahun,Tapteng,bekas pikir adalah saat banjir kaya pagi makan sore saat selamat saya situ dingin takut gelisah,2. Kesehatan,4.3.2 Bantuan pangan,Negatif
Perempuan,15-17 tahun,Tapteng,trauma pikir kacau bencana menang takut air bakal besar merenungrenung gimana ada rumah gimana barangbarang rumah masih dan,3. Perlindungan Anak,3.3.1 Kehilangan rasa aman,Negatif
Perempuan,15-17 tahun,Tapteng,trauma pikir kacau bencana menang takut air bakal besar merenungrenung gimana ada rumah gimana barangbarang rumah masih dan,3. Perlindungan Anak,4.1.1.2 Kerusakan rumah,Negatif
Perempuan,15-17 tahun,Tapteng,hati sedih lihat orang nyawa hilang kena longsor saya cemas akibat boleh hubung keluarga jaring ada listrik mati,3. Perlindungan Anak,3.3.1 Kehilangan rasa aman,Negatif
Perempuan,15-17 tahun,Tapteng,hati sedih lihat orang nyawa hilang kena longsor saya cemas akibat boleh hubung keluarga jaring ada listrik mati,3. Perlindungan Anak,3.3.4 Kesedihan empatik,Negatif
Perempuan,15-17 tahun,Tapteng,hati sedih lihat orang nyawa hilang kena longsor saya cemas akibat boleh hubung keluarga jaring ada listrik mati,3. Perlindungan Anak,3.4.1 Kehilangan keluarga,Negatif
Perempuan,15-17 tahun,Tapteng,asa rasa banjir bandang jadi sampai in takut begitu dalam sangat takut banjir jadi saya sangat sedih desa saya banyak hancur,3. Perlindungan Anak,3.3.1 Kehilangan rasa aman,Negatif
Perempuan,15-17 tahun,Tapteng,asa rasa banjir bandang jadi sampai in takut begitu dalam sangat takut banjir jadi saya sangat sedih desa saya banyak hancur,3. Perlindungan Anak,3.3.4 Kesedihan empatik,Negatif
Perempuan,15-17 tahun,Tapteng,asa saya rasa awak banjir sekarang sedih haru banjir sangat besar sebelumsebelum banjir telah jadi kini,3. Perlindungan Anak,3.3.4 Kesedihan empatik,Negatif
Perempuan,15-17 tahun,Tapteng,saat banjir saya pikir bagaimana ekonomi keluarga saat karena susah cari saat,3. Perlindungan Anak,3.4.1 Kehilangan keluarga,Negatif
Perempuan,15-17 tahun,Tapteng,sedih trauma malam doa bencana tidak ulang,3. Perlindungan Anak,3.3.1 Kehilangan rasa aman,Negatif
Perempuan,15-17 tahun,Tapteng,sedih trauma malam doa bencana tidak ulang,3. Perlindungan Anak,3.3.4 Kesedihan empatik,Negatif
Perempuan,15-17 tahun,Tapteng,hancur sakit sedih rapuh sampai siapa saat siap tak siap gelisah yang asa hantu terus ikut,2. Kesehatan,2.2.6 Penyakit lainnya,Negatif
Perempuan,15-17 tahun,Tapteng,hancur sakit sedih rapuh sampai siapa saat siap tak siap gelisah yang asa hantu terus ikut,2. Kesehatan,3.3.4 Kesedihan empatik,Negatif
Perempuan,15-17 tahun,Tapteng,perut jadi lapar pinggang rasa sakit akibat memebrsihkan rumah,2. Kesehatan,2.2.7 Keterbatasan makanan,Negatif
Perempuan,15-17 tahun,Tapteng,perut jadi lapar pinggang rasa sakit akibat memebrsihkan rumah,2. Kesehatan,2.2.6 Penyakit lainnya,Negatif
Perempuan,15-17 tahun,Tapteng,perut jadi lapar pinggang rasa sakit akibat memebrsihkan rumah,2. Kesehatan,2.2.5 Penyakit pencernaan,Negatif
Perempuan,15-17 tahun,Tapteng,perut jadi lapar pinggang rasa sakit akibat memebrsihkan rumah,2. Kesehatan,3.3.4 Kesedihan empatik,Negatif
Perempuan,15-17 tahun,Tapteng,perut jadi lapar pinggang rasa sakit akibat memebrsihkan rumah,2. Kesehatan,4.1.1.2 Kerusakan rumah,Negatif
Perempuan,15-17 tahun,Tapteng,saat banjir sempat alami diare sekarang tidak rasa,Lainnya,2.2.5 Penyakit pencernaan,Netral
Perempuan,15-17 tahun,Tapteng,banjir bandang jadi perut asa sakit makan sangat memperhantikan pinggang sakit bersih rumah,2. Kesehatan,1.2.2 Pelibatan pembersihan,Negatif
Perempuan,15-17 tahun,Tapteng,banjir bandang jadi perut asa sakit makan sangat memperhantikan pinggang sakit bersih rumah,2. Kesehatan,2.2.7 Keterbatasan makanan,Negatif
Perempuan,15-17 tahun,Tapteng,banjir bandang jadi perut asa sakit makan sangat memperhantikan pinggang sakit bersih rumah,2. Kesehatan,2.2.6 Penyakit lainnya,Negatif
Perempuan,15-17 tahun,Tapteng,banjir bandang jadi perut asa sakit makan sangat memperhantikan pinggang sakit bersih rumah,2. Kesehatan,2.2.5 Penyakit pencernaan,Negatif
Perempuan,15-17 tahun,Tapteng,banjir bandang jadi perut asa sakit makan sangat memperhantikan pinggang sakit bersih rumah,2. Kesehatan,4.1.1.2 Kerusakan rumah,Negatif
Perempuan,15-17 tahun,Tapteng,banjir bandang jadi perut asa sakit makan sangat memperhantikan pinggang sakit bersih rumah,2. Kesehatan,4.3.2 Bantuan pangan,Negatif
Perempuan,15-17 tahun,Tapteng,banjir bandang jadi perut asa sakit makan sangat memperhantikan pinggang sakit bersih rumah,2. Kesehatan,5.2.2 Menjaga lingkungan,Negatif
Perempuan,15-17 tahun,Tapteng,tidak rasa apaapa dalam perut,2. Kesehatan,2.2.5 Penyakit pencernaan,Netral
Perempuan,15-17 tahun,Tapteng,lapar,2. Kesehatan,2.2.7 Keterbatasan makanan,Negatif
Perempuan,15-17 tahun,Tapteng,pinggang asa sakit kram perut paksa terima apa ada beras basah masa alat ada rasa lapar tahan ada paksa durian tak asa tetap santap kerak nasi periuk tetap makan tangan gemetar,2. Kesehatan,2.2.7 Keterbatasan makanan,Negatif
Perempuan,15-17 tahun,Tapteng,pinggang asa sakit kram perut paksa terima apa ada beras basah masa alat ada rasa lapar tahan ada paksa durian tak asa tetap santap kerak nasi periuk tetap makan tangan gemetar,2. Kesehatan,2.2.6 Penyakit lainnya,Negatif
Perempuan,15-17 tahun,Tapteng,pinggang asa sakit kram perut paksa terima apa ada beras basah masa alat ada rasa lapar tahan ada paksa durian tak asa tetap santap kerak nasi periuk tetap makan tangan gemetar,2. Kesehatan,2.2.5 Penyakit pencernaan,Negatif
Perempuan,15-17 tahun,Tapteng,pinggang asa sakit kram perut paksa terima apa ada beras basah masa alat ada rasa lapar tahan ada paksa durian tak asa tetap santap kerak nasi periuk tetap makan tangan gemetar,2. Kesehatan,4.3.2 Bantuan pangan,Negatif
Perempuan,15-17 tahun,Tapteng,semenjak makan indomie perut jadi sakit minggu lalu pergi obat rumah sakit sekarang sudah sembuh,2. Kesehatan,2.2.7 Keterbatasan makanan,Negatif
Perempuan,15-17 tahun,Tapteng,semenjak makan indomie perut jadi sakit minggu lalu pergi obat rumah sakit sekarang sudah sembuh,2. Kesehatan,2.2.6 Penyakit lainnya,Negatif
Perempuan,15-17 tahun,Tapteng,semenjak makan indomie perut jadi sakit minggu lalu pergi obat rumah sakit sekarang sudah sembuh,2. Kesehatan,2.2.5 Penyakit pencernaan,Negatif
Perempuan,15-17 tahun,Tapteng,semenjak makan indomie perut jadi sakit minggu lalu pergi obat rumah sakit sekarang sudah sembuh,2. Kesehatan,4.1.1.2 Kerusakan rumah,Negatif
Perempuan,15-17 tahun,Tapteng,semenjak makan indomie perut jadi sakit minggu lalu pergi obat rumah sakit sekarang sudah sembuh,2. Kesehatan,4.3.2 Bantuan pangan,Negatif
Perempuan,15-17 tahun,Tapteng,waktu bencana perut sakit semua makan apa ada durian indomie rambutan manggis satu hari mau masuk nasi sampai sekarang asam lambung sering jadi,2. Kesehatan,2.2.7 Keterbatasan makanan,Negatif
Perempuan,15-17 tahun,Tapteng,waktu bencana perut sakit semua makan apa ada durian indomie rambutan manggis satu hari mau masuk nasi sampai sekarang asam lambung sering jadi,2. Kesehatan,2.2.6 Penyakit lainnya,Negatif
Perempuan,15-17 tahun,Tapteng,waktu bencana perut sakit semua makan apa ada durian indomie rambutan manggis satu hari mau masuk nasi sampai sekarang asam lambung sering jadi,2. Kesehatan,2.2.5 Penyakit pencernaan,Negatif
Perempuan,15-17 tahun,Tapteng,waktu bencana perut sakit semua makan apa ada durian indomie rambutan manggis satu hari mau masuk nasi sampai sekarang asam lambung sering jadi,2. Kesehatan,4.3.2 Bantuan pangan,Negatif
Perempuan,15-17 tahun,Tapteng,rasa perut sering sakit badan kurang enak,2. Kesehatan,2.2.6 Penyakit lainnya,Negatif
Perempuan,15-17 tahun,Tapteng,rasa perut sering sakit badan kurang enak,2. Kesehatan,2.2.5 Penyakit pencernaan,Negatif
Perempuan,15-17 tahun,Tapteng,rasa lapar sakit perut,2. Kesehatan,2.2.7 Keterbatasan makanan,Negatif
Perempuan,15-17 tahun,Tapteng,rasa lapar sakit perut,2. Kesehatan,2.2.6 Penyakit lainnya,Negatif
Perempuan,15-17 tahun,Tapteng,rasa lapar sakit perut,2. Kesehatan,2.2.5 Penyakit pencernaan,Negatif
Perempuan,15-17 tahun,Tapteng,pinggang sakit perut kembung,2. Kesehatan,2.2.6 Penyakit lainnya,Negatif
Perempuan,15-17 tahun,Tapteng,pinggang sakit perut kembung,2. Kesehatan,2.2.5 Penyakit pencernaan,Negatif
